State,County,TotalPopulation,LowAccess_1MUrban_10MRural,LowAccess_HalfUrban_10MRural,LowAccess_HalfUrban_10MRural,LowAccess_LowInc_1MUrban_10MRural,LowAccess_LowInc_HalfUrban_10MRural,LowAccess_LowInc_1MUrban_20MRural,LowAccessTotal_HalfM,LowAccess_LowIncTotal_HalfM,LowAccessWhite_HalfM,LowAccessBlack_HalfM,LowAccessAsian_HalfM,LowAccessNHPI_HalfM,LowAccessNAAN_HalfM,LowAccessOther_HalfM,LowAccessHispLatam_HalfM,LowAccessSNAP_HalfM,LowAccessWhite_1M,LowAccessBlack_1M,LowAccessAsian_1M,LowAccessNHPI_1M,LowAccessNAAN_1M,LowAccessOther_1M,LowAccessHispLatam_1M,LowAccessSNAP_1M,LowAccessWhite_10M,LowAccessBlack_10M,LowAccessAsian_10M,LowAccessNHPI_10M,LowAccessNAAN_10M,LowAccessOther_10M,LowAccessHispLatam_10M,LowAccessSNAP_10M,TotalPopulationWhite,TotalPopulationBlack,TotalPopulationAsian,TotalPopulationNHPI,TotalPopulationNAAN,TotalPopulationOther,TotalPopulationHispanicLatam,TotalPopulationSnapBenefits,,
Massachusetts,Essex County," 743,159 "," 111,725 "," 232,147 "," 111,725 "," 15,241 "," 43,856 "," 15,241 "," 255,419 "," 46,599 "," 224,471 "," 6,185 "," 7,195 ", 69 , 655 ," 16,844 "," 25,626 "," 10,051 "," 121,557 "," 1,772 "," 3,664 ", 20 , 223 ," 4,071 "," 5,850 "," 3,154 ", -   , -   , -   , -   , -   , -   , -   , -   ," 608,369 "," 27,985 "," 23,220 ", 303 ," 4,164 "," 8,328 "," 29,149 "," 11,559 ",,
Massachusetts,Franklin County," 71,372 "," 6,807 "," 10,517 "," 6,702 "," 1,906 "," 3,001 "," 1,870 "," 29,314 "," 7,141 "," 27,828 ", 280 , 357 , 4 , 73 , 773 , 728 ," 1,378 "," 23,116 ", 234 , 304 , 3 , 60 , 634 , 586 ," 1,022 ", 103 , 1 , 1 , -   , 0 , 3 , 2 , 9 ," 67,239 ", 796 , 895 , 13 , 121 , 243 , 850 ," 1,584 ",,
Massachusetts,Hampden County," 463,490 "," 55,194 "," 136,976 "," 53,926 "," 11,126 "," 41,645 "," 10,854 "," 155,933 "," 44,534 "," 128,999 "," 11,332 "," 2,863 ", 51 , 494 ," 12,194 "," 21,217 "," 10,106 "," 67,148 "," 1,700 "," 1,008 ", 14 , 125 ," 2,324 "," 4,111 "," 2,529 "," 1,242 ", 3 , 6 , -   , 5 , 33 , 33 , 60 ," 354,580 "," 41,644 "," 9,118 ", 233 ," 2,896 "," 5,792 "," 20,270 "," 11,621 ",,
Massachusetts,Hampshire County," 158,080 "," 36,744 "," 52,983 "," 35,120 "," 9,877 "," 15,601 "," 9,477 "," 68,829 "," 17,764 "," 61,277 "," 1,671 "," 3,117 ", 24 , 139 ," 2,600 "," 3,069 "," 2,223 "," 45,617 "," 1,141 "," 2,221 ", 16 , 103 ," 1,840 "," 2,119 "," 1,378 "," 1,576 ", 9 , 27 , 1 , 2 , 46 , 40 , 102 ," 140,250 "," 3,925 "," 7,185 ", 53 , 333 , 667 ," 2,333 "," 2,556 ",,
Massachusetts,Middlesex County," 1,503,085 "," 185,129 "," 432,840 "," 185,129 "," 19,340 "," 60,241 "," 19,340 "," 468,491 "," 63,432 "," 397,968 "," 14,358 "," 36,566 ", 115 , 630 ," 18,854 "," 20,349 "," 9,946 "," 190,866 "," 3,978 "," 13,828 ", 46 , 240 ," 5,779 "," 6,253 "," 3,471 ", -   , -   , -   , -   , -   , -   , -   , -   ," 1,202,411 "," 70,021 "," 139,943 ", 487 ," 4,511 "," 9,022 "," 31,578 "," 11,438 ",,
Massachusetts,Nantucket County," 10,172 ", 693 ," 2,504 ", 693 , 145 , 449 , 145 ," 3,208 ", 528 ," 2,846 ", 192 , 26 , -   , 1 , 143 , 241 , 41 ," 1,240 ", 68 , 10 , -   , -   , 39 , 73 , 10 , -   , -   , -   , -   , -   , -   , -   , -   ," 8,913 ", 688 , 118 , 1 , 23 , 45 , 158 , 47 ,,
Massachusetts,Norfolk County," 670,850 "," 119,738 "," 238,470 "," 119,738 "," 12,073 "," 30,015 "," 12,073 "," 242,498 "," 30,289 "," 204,949 "," 13,213 "," 16,638 ", 47 , 374 ," 7,276 "," 7,420 "," 5,742 "," 108,392 "," 5,378 "," 5,931 ", 17 , 171 ," 3,272 "," 3,520 "," 2,266 ", -   , -   , -   , -   , -   , -   , -   , -   ," 551,847 "," 38,148 "," 57,803 ", 129 ," 1,146 "," 2,292 "," 8,023 "," 6,603 ",,
Massachusetts,Plymouth County," 494,919 "," 103,059 "," 166,605 "," 103,059 "," 11,891 "," 25,349 "," 11,891 "," 201,341 "," 30,799 "," 182,004 "," 8,791 "," 2,269 ", 44 , 444 ," 7,789 "," 4,498 "," 6,057 "," 126,248 "," 2,318 "," 1,210 ", 27 , 265 ," 3,370 "," 2,027 "," 2,931 ", -   , -   , -   , -   , -   , -   , -   , -   ," 423,133 "," 35,608 "," 5,974 ", 136 ," 1,503 "," 3,007 "," 10,524 "," 6,965 ",,
Massachusetts,Suffolk County," 722,023 "," 3,514 "," 81,360 "," 3,514 ", 757 ," 26,290 ", 757 ," 81,628 "," 26,548 "," 50,308 "," 16,268 "," 4,091 ", 33 , 306 ," 10,622 "," 17,920 "," 5,247 "," 3,035 ", 239 , 177 , 2 , 11 , 317 , 544 , 155 , -   , -   , -   , -   , -   , -   , -   , -   ," 404,269 "," 156,292 "," 59,429 ", 292 ," 5,087 "," 10,174 "," 35,609 "," 6,034 ",,
Massachusetts,Worcester County," 798,552 "," 137,648 "," 240,840 "," 137,648 "," 20,446 "," 50,412 "," 20,446 "," 314,046 "," 61,047 "," 279,597 "," 9,734 "," 10,282 ", 88 , 620 ," 13,726 "," 20,932 "," 11,637 "," 188,848 "," 3,678 "," 5,689 ", 50 , 333 ," 5,543 "," 7,866 "," 5,451 ", -   , -   , -   , -   , -   , -   , -   , -   ," 683,361 "," 33,314 "," 31,815 ", 246 ," 2,491 "," 4,982 "," 17,436 "," 13,382 ",,
Michigan,Alcona County," 10,942 ", 855 , 855 , -   , 337 , 337 , -   ," 5,112 "," 2,038 "," 5,008 ", 5 , 12 , 1 , 31 , 56 , 56 , 344 ," 4,687 ", 4 , 11 , 0 , 29 , 48 , 49 , 317 , 841 , 0 , 6 , -   , 4 , 17 , 22 , 78 ," 10,712 ", 13 , 25 , 1 , 10 , 19 , 67 , 395 ,,
Michigan,Alger County," 9,601 ", 612 , 612 , 257 , 235 , 235 , 115 ," 4,142 "," 1,462 "," 3,551 ", 305 , 9 , -   , 166 , 112 , 47 , 191 ," 3,181 ", 303 , 8 , -   , 141 , 98 , 43 , 171 , 585 , 1 , 4 , -   , 17 , 32 , 11 , 76 ," 8,286 ", 612 , 32 , -   , 34 , 67 , 235 , 219 ,,
Michigan,Allegan County," 111,408 "," 11,581 "," 16,507 "," 11,581 "," 2,633 "," 4,151 "," 2,633 "," 49,328 "," 13,450 "," 46,068 ", 545 , 267 , 7 , 278 ," 2,163 "," 3,014 "," 1,348 "," 36,607 ", 321 , 189 , 6 , 208 ," 1,643 "," 2,207 ", 956 , -   , -   , -   , -   , -   , -   , -   , -   ," 103,513 "," 1,358 ", 648 , 22 , 293 , 587 ," 2,053 "," 1,550 ",,
Michigan,Alpena County," 29,598 "," 2,354 "," 6,843 ", 822 , 903 ," 2,857 ", 271 ," 12,705 "," 4,745 "," 12,397 ", 31 , 64 , 5 , 68 , 140 , 127 , 855 ," 7,500 ", 12 , 25 , 2 , 48 , 75 , 77 , 405 ," 1,510 ", 2 , 9 , 1 , 7 , 23 , 36 , 145 ," 28,845 ", 79 , 152 , 13 , 25 , 51 , 178 , 984 ,,
Michigan,Antrim County," 23,580 ", 20 , 20 , -   , 7 , 7 , -   ," 10,340 "," 3,401 "," 10,010 ", 16 , 21 , 3 , 100 , 189 , 184 , 444 ," 8,622 ", 13 , 17 , 3 , 85 , 162 , 160 , 377 , 19 , -   , -   , -   , -   , 1 , 0 , 1 ," 22,815 ", 41 , 48 , 8 , 33 , 67 , 234 , 511 ,,
Michigan,Arenac County," 15,899 ", 0 , 0 , -   , 0 , 0 , -   ," 7,435 "," 3,008 "," 7,197 ", 13 , 14 , 5 , 91 , 115 , 104 , 602 ," 6,338 ", 11 , 12 , 4 , 80 , 94 , 85 , 525 , 0 , -   , -   , -   , -   , 0 , 0 , 0 ," 15,393 ", 29 , 29 , 9 , 22 , 44 , 154 , 692 ,,
Michigan,Baraga County," 8,860 ", 683 , 683 , 104 , 200 , 200 , 32 ," 3,957 "," 1,477 "," 2,952 ", 316 , 6 , -   , 502 , 180 , 32 , 229 ," 2,241 ", 169 , 4 , -   , 309 , 131 , 26 , 172 , 645 , 1 , 3 , -   , 21 , 50 , 9 , 103 ," 6,641 ", 635 , 13 , -   , 79 , 157 , 550 , 264 ,,
Michigan,Barry County," 59,173 ", 9 , 9 , -   , 2 , 2 , -   ," 27,296 "," 7,243 "," 26,470 ", 94 , 101 , 2 , 124 , 505 , 611 , 904 ," 22,501 ", 83 , 81 , 2 , 99 , 418 , 494 , 748 , 9 , -   , -   , -   , 0 , 1 , 0 , 0 ," 57,350 ", 219 , 219 , 6 , 69 , 138 , 483 ," 1,039 ",,
Michigan,Bay County," 107,771 "," 6,928 "," 20,522 "," 6,896 "," 2,831 "," 8,399 "," 2,822 "," 43,130 "," 13,734 "," 40,750 ", 651 , 222 , 4 , 224 ," 1,278 "," 1,908 "," 2,499 "," 25,251 ", 289 , 123 , 1 , 132 , 642 , 918 ," 1,299 ", 32 , 0 , -   , -   , 0 , 0 , 0 , 3 ," 101,451 "," 1,702 ", 578 , 14 , 201 , 403 ," 1,409 "," 2,874 ",,
Michigan,Benzie County," 17,525 ", -   , -   , -   , -   , -   , -   ," 8,185 "," 2,285 "," 7,889 ", 30 , 19 , -   , 109 , 138 , 133 , 249 ," 7,099 ", 24 , 14 , -   , 91 , 116 , 110 , 227 , -   , -   , -   , -   , -   , -   , -   , -   ," 16,843 ", 72 , 45 , -   , 28 , 57 , 198 , 287 ,,
Michigan,Berrien County," 156,813 "," 19,735 "," 37,526 "," 19,735 "," 7,498 "," 14,940 "," 7,498 "," 65,550 "," 23,445 "," 52,234 "," 9,590 ", 867 , 29 , 341 ," 2,488 "," 2,613 "," 3,676 "," 36,812 "," 5,446 ", 498 , 10 , 239 ," 1,637 "," 1,708 "," 2,389 ", -   , -   , -   , -   , -   , -   , -   , -   ," 122,804 "," 24,037 "," 2,451 ", 118 , 370 , 740 ," 2,591 "," 4,227 ",,
Michigan,Branch County," 45,248 "," 3,079 "," 7,270 "," 3,016 "," 1,445 "," 3,427 "," 1,424 "," 20,769 "," 8,175 "," 19,263 ", 690 , 84 , 1 , 83 , 647 , 849 , 844 ," 15,415 ", 222 , 60 , 1 , 70 , 455 , 629 , 632 , 62 , -   , -   , -   , 2 , -   , 2 , 4 ," 42,055 "," 1,393 ", 208 , 3 , 79 , 159 , 556 , 970 ,,
Michigan,Calhoun County," 136,146 "," 19,805 "," 38,149 "," 19,093 "," 7,759 "," 15,926 "," 7,487 "," 58,537 "," 21,632 "," 48,974 "," 5,784 ", 914 , 23 , 337 ," 2,505 "," 2,474 "," 3,326 "," 35,154 "," 2,233 ", 549 , 10 , 206 ," 1,330 "," 1,292 "," 1,844 ", 689 , 2 , 1 , -   , 10 , 31 , 20 , 49 ," 111,915 "," 14,872 "," 2,179 ", 56 , 356 , 712 ," 2,493 "," 3,825 ",,
Michigan,Cass County," 52,293 "," 3,485 "," 3,485 "," 3,481 ", 845 , 845 , 844 ," 23,328 "," 6,507 "," 21,242 ", 923 , 146 , 4 , 182 , 831 , 623 , 997 ," 20,080 ", 731 , 129 , 4 , 147 , 737 , 571 , 881 , 4 , -   , -   , -   , 0 , -   , -   , 0 ," 46,496 "," 2,821 ", 339 , 10 , 131 , 263 , 919 ," 1,147 ",,
Michigan,Charlevoix County," 25,949 ", 185 , 833 , 85 , 52 , 250 , 28 ," 10,573 "," 2,871 "," 10,140 ", 26 , 39 , 3 , 150 , 215 , 146 , 374 ," 7,956 ", 14 , 33 , 1 , 123 , 164 , 109 , 266 , 94 , -   , 1 , -   , -   , 11 , 8 , 9 ," 24,806 ", 80 , 103 , 11 , 47 , 95 , 332 , 430 ,,
Michigan,Cheboygan County," 26,152 "," 1,230 "," 1,887 ", 512 , 506 , 709 , 225 ," 11,690 "," 4,137 "," 10,968 ", 51 , 34 , 3 , 331 , 304 , 87 , 611 ," 9,659 ", 41 , 28 , 3 , 271 , 264 , 73 , 513 , 686 , 0 , 2 , -   , 26 , 38 , 7 , 85 ," 24,459 ", 133 , 74 , 8 , 74 , 148 , 517 , 703 ,,
Michigan,Chippewa County," 38,520 "," 3,817 "," 6,669 "," 1,922 "," 1,568 "," 2,670 ", 906 ," 14,651 "," 5,123 "," 10,692 ", 712 , 66 , 8 ," 2,453 ", 721 , 173 , 703 ," 8,331 ", 31 , 42 , 6 ," 1,964 ", 544 , 112 , 491 ," 2,388 ", 3 , 10 , 9 ," 1,186 ", 273 , 47 , 216 ," 27,837 "," 2,509 ", 230 , 24 , 396 , 792 ," 2,772 ", 808 ,,
Michigan,Clare County," 30,926 ", 422 ," 1,065 ", 202 , 205 , 480 , 102 ," 13,126 "," 6,445 "," 12,755 ", 48 , 31 , 4 , 87 , 201 , 188 ," 1,148 "," 11,167 ", 41 , 25 , 3 , 72 , 176 , 166 , 984 , 217 , 1 , 1 , -   , 2 , 0 , 8 , 36 ," 29,951 ", 149 , 91 , 8 , 36 , 73 , 254 ," 1,320 ",,
Michigan,Clinton County," 75,382 "," 12,866 "," 16,325 "," 12,718 "," 3,715 "," 4,741 "," 3,685 "," 35,275 "," 8,322 "," 32,775 ", 727 , 510 , 7 , 160 ," 1,095 "," 1,373 ", 919 ," 28,868 ", 628 , 458 , 6 , 136 , 956 ," 1,170 ", 752 , 145 , -   , 0 , -   , -   , 6 , 2 , 5 ," 70,018 "," 1,549 "," 1,115 ", 15 , 134 , 269 , 940 ," 1,057 ",,
Michigan,Crawford County," 14,074 ", 453 , 453 , -   , 154 , 154 , -   ," 6,516 "," 2,227 "," 6,359 ", 20 , 21 , -   , 36 , 80 , 83 , 488 ," 5,506 ", 17 , 18 , -   , 31 , 69 , 68 , 402 , 444 , 2 , 2 , -   , 4 , 7 , 19 , 62 ," 13,721 ", 51 , 52 , 1 , 12 , 25 , 87 , 562 ,,
Michigan,Delta County," 37,069 "," 2,838 "," 5,334 "," 1,076 ", 937 ," 2,047 ", 441 ," 13,612 "," 4,332 "," 12,954 ", 26 , 49 , 3 , 313 , 267 , 100 , 683 ," 10,428 ", 17 , 37 , 3 , 260 , 211 , 69 , 454 ," 1,688 ", 4 , 9 , 2 , 71 , 79 , 36 , 136 ," 35,118 ", 75 , 146 , 7 , 86 , 172 , 603 , 786 ,,
Michigan,Dickinson County," 26,168 "," 3,359 "," 5,274 "," 2,242 "," 1,000 "," 1,873 ", 646 ," 10,030 "," 3,289 "," 9,767 ", 33 , 41 , 3 , 51 , 136 , 88 , 552 ," 6,898 ", 23 , 29 , 2 , 35 , 79 , 40 , 325 ," 1,134 ", 2 , 6 , -   , 20 , 18 , 4 , 112 ," 25,438 ", 87 , 120 , 7 , 26 , 52 , 181 , 635 ,,
Michigan,Eaton County," 107,759 "," 16,654 "," 27,444 "," 16,643 "," 4,739 "," 7,380 "," 4,736 "," 46,703 "," 11,732 "," 41,369 "," 2,832 ", 680 , 9 , 189 ," 1,623 "," 2,079 "," 1,828 "," 31,507 "," 1,969 ", 390 , 6 , 136 ," 1,100 "," 1,458 "," 1,389 ", 11 , -   , -   , -   , -   , 0 , 0 , 0 ," 94,561 "," 6,811 "," 1,809 ", 18 , 228 , 456 ," 1,596 "," 2,102 ",,
Michigan,Emmet County," 32,694 "," 3,860 "," 5,771 "," 2,274 "," 1,033 "," 1,513 ", 453 ," 13,239 "," 3,742 "," 12,354 ", 58 , 65 , 2 , 440 , 318 , 156 , 463 ," 9,650 ", 42 , 40 , 2 , 340 , 263 , 115 , 342 ," 1,426 ", 7 , 5 , -   , 166 , 135 , 38 , 112 ," 30,375 ", 156 , 174 , 8 , 99 , 198 , 693 , 532 ,,
Michigan,Genesee County," 425,790 "," 76,466 "," 141,065 "," 76,466 "," 24,300 "," 54,741 "," 24,300 "," 173,789 "," 63,235 "," 132,853 "," 33,050 "," 1,729 ", 30 , 866 ," 5,261 "," 4,954 "," 12,857 "," 88,117 "," 13,474 "," 1,219 ", 16 , 503 ," 2,762 "," 2,764 "," 5,643 ", -   , -   , -   , -   , -   , -   , -   , -   ," 317,393 "," 88,127 "," 3,879 ", 79 , 816 ," 1,631 "," 5,709 "," 14,786 ",,
Michigan,Gladwin County," 25,692 "," 1,682 "," 2,162 ", 729 , 716 , 931 , 345 ," 11,336 "," 4,748 "," 11,089 ", 27 , 32 , 1 , 51 , 136 , 143 , 856 ," 10,236 ", 26 , 24 , 1 , 50 , 121 , 127 , 764 , 930 , 4 , 1 , -   , 10 , 27 , 16 , 145 ," 25,111 ", 60 , 76 , 2 , 22 , 44 , 155 , 984 ,,
Michigan,Gogebic County," 16,427 "," 1,236 "," 2,768 ", 152 , 399 ," 1,151 ", 60 ," 6,759 "," 2,611 "," 6,137 ", 334 , 14 , 1 , 180 , 94 , 53 , 452 ," 4,247 ", 324 , 9 , 1 , 159 , 60 , 30 , 271 , 750 , 315 , 4 , -   , 23 , 10 , 7 , 59 ," 15,059 ", 678 , 37 , 1 , 33 , 65 , 228 , 520 ,,
Michigan,Grand Traverse County," 86,986 "," 7,407 "," 12,333 "," 7,407 "," 2,331 "," 3,911 "," 2,331 "," 34,750 "," 8,886 "," 32,974 ", 441 , 238 , 17 , 346 , 734 , 741 ," 1,144 "," 26,440 ", 394 , 179 , 13 , 261 , 583 , 617 , 804 , -   , -   , -   , -   , -   , -   , -   , -   ," 82,334 "," 1,033 ", 601 , 38 , 149 , 298 ," 1,043 "," 1,316 ",,
Michigan,Gratiot County," 42,476 "," 8,404 "," 9,155 "," 8,078 "," 3,515 "," 3,955 "," 3,427 "," 19,658 "," 7,362 "," 17,750 "," 1,169 ", 64 , 5 , 86 , 585 ," 1,050 "," 1,036 "," 16,065 "," 1,158 ", 57 , 5 , 77 , 533 , 957 , 914 , 309 , 0 , 5 , 4 , 1 , 22 , 17 , 27 ," 38,487 "," 2,354 ", 146 , 10 , 74 , 148 , 518 ," 1,191 ",,
Michigan,Hillsdale County," 46,688 "," 1,254 "," 2,695 ", 991 , 528 ," 1,256 ", 399 ," 22,057 "," 8,077 "," 21,428 ", 101 , 81 , 1 , 83 , 364 , 385 ," 1,028 "," 19,420 ", 80 , 66 , 1 , 73 , 314 , 319 , 910 , 258 , 2 , 0 , -   , -   , 8 , 5 , 23 ," 45,304 ", 220 , 188 , 4 , 49 , 97 , 340 ," 1,183 ",,
Michigan,Houghton County," 36,628 "," 1,916 "," 6,014 "," 1,005 ", 933 ," 3,336 ", 627 ," 14,322 "," 6,383 "," 13,591 ", 67 , 373 , 6 , 75 , 210 , 152 , 636 ," 8,295 ", 22 , 143 , 4 , 42 , 102 , 68 , 342 , 937 , 1 , 6 , -   , 21 , 24 , 13 , 80 ," 34,596 ", 198 ," 1,054 ", 17 , 38 , 76 , 267 , 731 ,,
Michigan,Huron County," 33,118 "," 3,497 "," 4,460 ", 469 ," 1,327 "," 1,705 ", 197 ," 15,178 "," 5,093 "," 14,805 ", 54 , 64 , 2 , 49 , 204 , 296 , 678 ," 12,645 ", 42 , 45 , -   , 36 , 160 , 232 , 543 ," 2,938 ", 13 , 33 , -   , 27 , 96 , 87 , 302 ," 32,286 ", 122 , 148 , 4 , 28 , 56 , 195 , 780 ,,
Michigan,Ingham County," 280,895 "," 53,383 "," 95,866 "," 53,383 "," 20,107 "," 36,388 "," 20,107 "," 113,283 "," 39,858 "," 87,485 "," 13,101 "," 5,028 ", 45 , 600 ," 7,023 "," 8,226 "," 5,808 "," 54,133 "," 7,905 "," 2,804 ", 25 , 371 ," 4,026 "," 4,687 "," 3,535 ", -   , -   , -   , -   , -   , -   , -   , -   ," 213,913 "," 33,047 "," 14,599 ", 114 , 961 ," 1,922 "," 6,728 "," 6,679 ",,
Michigan,Ionia County," 63,905 "," 8,717 "," 10,321 "," 8,717 "," 2,192 "," 2,875 "," 2,192 "," 28,855 "," 8,594 "," 26,352 "," 1,493 ", 103 , 3 , 130 , 775 ," 1,251 "," 1,356 "," 22,972 "," 1,479 ", 84 , 2 , 117 , 635 ," 1,062 "," 1,126 ", -   , -   , -   , -   , -   , -   , -   , -   ," 58,563 "," 3,019 ", 248 , 7 , 103 , 207 , 724 ," 1,559 ",,
Michigan,Iosco County," 25,887 "," 1,676 "," 2,616 "," 1,668 ", 684 ," 1,126 ", 681 ," 11,518 "," 4,624 "," 11,129 ", 45 , 51 , 4 , 77 , 211 , 179 , 918 ," 9,614 ", 32 , 42 , 3 , 70 , 179 , 148 , 790 , 8 , -   , -   , -   , -   , -   , -   , 1 ," 24,965 ", 122 , 126 , 15 , 33 , 66 , 231 ," 1,056 ",,
Michigan,Iron County," 11,817 ", 829 ," 1,062 ", 513 , 342 , 453 , 239 ," 5,025 "," 1,868 "," 4,883 ", 5 , 14 , 1 , 46 , 76 , 66 , 240 ," 3,853 ", 4 , 10 , -   , 34 , 55 , 46 , 186 , 311 , -   , 2 , -   , 9 , 5 , 7 , 24 ," 11,469 ", 14 , 32 , 2 , 15 , 30 , 105 , 276 ,,
Michigan,Isabella County," 70,311 "," 3,221 "," 10,953 "," 3,197 "," 1,746 "," 7,435 "," 1,736 "," 26,987 "," 12,548 "," 24,135 ", 548 , 346 , 7 ," 1,011 ", 939 , 852 ," 1,138 "," 16,945 ", 158 , 124 , 4 , 862 , 620 , 571 , 823 , 24 , -   , -   , -   , -   , 0 , 2 , 2 ," 62,697 "," 1,676 "," 1,148 ", 18 , 239 , 477 ," 1,670 "," 1,309 ",,
Michigan,Jackson County," 160,248 "," 24,332 "," 39,195 "," 24,313 "," 8,697 "," 14,180 "," 8,691 "," 71,413 "," 22,396 "," 62,633 "," 5,759 ", 462 , 15 , 256 ," 2,288 "," 2,067 "," 3,691 "," 48,711 "," 3,550 ", 328 , 9 , 195 ," 1,564 "," 1,413 "," 2,588 ", 16 , 3 , -   , -   , -   , -   , 0 , 1 ," 140,507 "," 12,739 "," 1,137 ", 33 , 292 , 583 ," 2,041 "," 4,245 ",,
Michigan,Kalamazoo County," 250,331 "," 37,875 "," 74,769 "," 37,818 "," 10,103 "," 25,699 "," 10,085 "," 97,709 "," 30,663 "," 82,251 "," 8,676 "," 2,169 ", 36 , 383 ," 4,194 "," 3,367 "," 4,403 "," 51,745 "," 2,627 "," 1,246 ", 22 , 212 ," 1,927 "," 1,598 "," 1,979 ", 52 , -   , -   , -   , -   , 10 , 15 , 2 ," 204,644 "," 27,266 "," 5,212 ", 88 , 656 ," 1,312 "," 4,592 "," 5,063 ",,
Michigan,Kalkaska County," 17,153 ", 395 , 395 , -   , 155 , 155 , -   ," 7,917 "," 3,159 "," 7,670 ", 20 , 18 , 1 , 69 , 139 , 102 , 467 ," 6,715 ", 19 , 14 , 1 , 57 , 118 , 81 , 397 , 387 , 0 , -   , -   , 7 , 9 , 7 , 58 ," 16,602 ", 50 , 42 , 2 , 23 , 46 , 160 , 537 ,,
Michigan,Kent County," 602,622 "," 61,277 "," 162,865 "," 61,277 "," 11,615 "," 44,620 "," 11,615 "," 208,411 "," 53,157 "," 178,769 "," 13,594 "," 4,780 ", 61 , 887 ," 10,321 "," 13,029 "," 7,317 "," 97,195 "," 1,861 "," 1,841 ", 26 , 330 ," 2,964 "," 3,567 "," 2,208 ", -   , -   , -   , -   , -   , -   , -   , -   ," 481,594 "," 58,648 "," 14,053 ", 249 ," 2,404 "," 4,808 "," 16,827 "," 8,415 ",,
Michigan,Keweenaw County," 2,156 ", 315 , 315 , 184 , 78 , 78 , 38 ," 1,078 ", 384 ," 1,062 ", 2 , 0 , -   , 1 , 13 , 8 , 45 ," 1,062 ", 2 , 0 , -   , 1 , 13 , 8 , 45 , 309 , 1 , 1 , -   , 1 , 9 , 5 , 31 ," 2,123 ", 3 , 1 , -   , 1 , 3 , 10 , 52 ,,
Michigan,Lake County," 11,539 ", 83 , 83 , -   , 34 , 34 , -   ," 5,200 "," 2,522 "," 4,621 ", 391 , 8 , 1 , 37 , 143 , 107 , 515 ," 4,252 ", 326 , 7 , 1 , 34 , 118 , 86 , 466 , 78 , 1 , 0 , -   , 1 , 7 , 6 , 15 ," 10,035 "," 1,058 ", 17 , 1 , 21 , 43 , 150 , 592 ,,
Michigan,Lapeer County," 88,319 "," 3,294 "," 6,600 "," 3,294 ", 914 ," 2,695 ", 914 ," 41,608 "," 11,189 "," 39,809 ", 443 , 132 , 4 , 187 ," 1,033 "," 1,583 "," 1,768 "," 35,362 ", 415 , 102 , 4 , 158 , 707 ," 1,038 "," 1,390 ", -   , -   , -   , -   , -   , -   , -   , -   ," 84,351 ", 922 , 309 , 9 , 136 , 273 , 955 ," 2,033 ",,
Michigan,Leelanau County," 21,708 ", 623 , 623 , -   , 123 , 123 , -   ," 10,120 "," 2,225 "," 9,427 ", 31 , 37 , 2 , 355 , 267 , 364 , 206 ," 8,647 ", 30 , 34 , 2 , 347 , 247 , 333 , 189 , 612 , 2 , 8 , -   , 3 , 7 , 15 , 22 ," 20,207 ", 66 , 92 , 4 , 67 , 134 , 469 , 237 ,,
Michigan,Lenawee County," 99,892 "," 14,398 "," 20,995 "," 14,394 "," 5,148 "," 7,620 "," 5,146 "," 44,175 "," 13,192 "," 40,755 "," 1,164 ", 206 , 12 , 214 ," 1,825 "," 3,337 "," 1,927 "," 32,171 "," 1,006 ", 147 , 11 , 160 ," 1,369 "," 2,460 "," 1,422 ", 5 , -   , -   , -   , 0 , 0 , 0 , 0 ," 92,174 "," 2,539 ", 519 , 26 , 232 , 463 ," 1,622 "," 2,216 ",,
Michigan,Livingston County," 180,967 "," 26,134 "," 39,043 "," 26,134 "," 3,274 "," 5,958 "," 3,274 "," 83,199 "," 13,011 "," 80,543 ", 366 , 643 , 29 , 314 ," 1,304 "," 1,541 "," 1,488 "," 64,381 ", 279 , 456 , 17 , 247 ," 1,042 "," 1,203 ", 989 , -   , -   , -   , -   , -   , -   , -   , -   ," 175,015 ", 809 ," 1,424 ", 76 , 182 , 364 ," 1,275 "," 1,711 ",,
Michigan,Luce County," 6,631 ", 945 ," 1,801 ", 598 , 362 , 498 , 239 ," 2,488 ", 719 ," 1,924 ", 366 , 6 , 1 , 115 , 77 , 21 , 112 ," 1,476 ", 14 , 3 , -   , 85 , 55 , 8 , 87 , 380 , 1 , 3 , -   , 11 , 10 , 3 , 37 ," 5,331 ", 737 , 17 , 3 , 27 , 54 , 190 , 129 ,,
Michigan,Mackinac County," 11,113 "," 1,925 "," 1,925 ", 169 , 777 , 777 , 74 ," 5,088 "," 1,832 "," 3,899 ", 26 , 9 , 1 , 871 , 281 , 59 , 250 ," 3,327 ", 16 , 7 , 0 , 678 , 233 , 47 , 205 ," 1,639 ", 6 , 7 , 1 , 386 , 166 , 33 , 200 ," 8,499 ", 57 , 22 , 2 , 127 , 253 , 887 , 287 ,,
